"OBJECTID","COBAMA","SUBTIPO_LO","TIPO_LOTE","CBML","FORMA","NUMERO_EDI","AREA_LOTE","X_MAGNAMED","Y_MAGNAMED","ESTACIONMASCERCANA","DISTANCIAAESTACI0N","COMUNA"
119864,"1509077",1,"Normal","15090770003",,0,"104,99","832725,4674","1178613,3514","Parada Campos de Paz","351,66531747248","15"
119865,"1509077",1,"Normal","15090770002",,0,"104,99","832731,5924","1178609,9628","Parada Campos de Paz","356,294141814329","15"
119866,"1509077",1,"Normal","15090770006",,0,"104,99","832707,0923","1178623,5171","Parada Campos de Paz","338,269026497534","15"
120502,"1509077",1,"Normal","15090770021",,0,"104,99","832702,1035","1178643,4194","Parada Campos de Paz","341,981659461458","15"
120503,"1509077",1,"Normal","15090770007",,0,"104,99","832700,9673","1178626,9056","Parada Campos de Paz","333,977913512896","15"
121114,"1509078",1,"Normal","15090780027",,0,"104,99","832638,4483","1178677,9495","Parada Campos de Paz","305,859999026605","15"
121117,"1509078",1,"Normal","15090780011",,0,"104,99","832576,0543","1178695,2942","Parada Campos de Paz","271,700684319052","15"
121438,"1509062",1,"Normal","15090620009",,0,"112,69","832626,5602","1178608,6804","Parada Campos de Paz","258,835783179311","15"
121439,"1509062",1,"Normal","15090620011",,0,"118,64","832613,692","1178614,2177","Parada Campos de Paz","250,041338997737","15"
121440,"1509062",1,"Normal","15090620030",,0,"103,22","832652,6763","1178613,5502","Parada Campos de Paz","284,468549663618","15"
121441,"1509062",1,"Normal","15090620034",,0,"110,32","832683,4021","1178597,8519","Parada Campos de Paz","306,8286955715","15"
122061,"1509062",1,"Normal","15090620022",,0,"127,87","832603,0711","1178638,5349","Parada Campos de Paz","253,971087635625","15"
122062,"1509062",1,"Normal","15090620023",,0,"123,67","832609,3046","1178635,3971","Parada Campos de Paz","257,344376406589","15"
122063,"1509062",1,"Normal","15090620001",,0,"116,99","832686,8194","1178582,982","Parada Campos de Paz","305,319622011461","15"
122064,"1509062",1,"Normal","15090620007",,0,"106,04","832639,4423","1178603,1913","Parada Campos de Paz","268,107177282442","15"
122139,"1509078",1,"Normal","15090780001",,0,"134,99","832638,1946","1178660,9517","Parada Campos de Paz","295,638248217759","15"
122158,"1509062",1,"Normal","15090620029",,0,"104,89","832646,4218","1178616,6027","Parada Campos de Paz","280,156048845299","15"
122339,"1509077",1,"Normal","15090770005",,0,"104,99","832713,2174","1178620,1285","Parada Campos de Paz","342,649492823931","15"
122432,"1509078",1,"Normal","15090780018",,0,105,"832583,31","1178708,4233","Parada Campos de Paz","286,374255049756","15"
122435,"1509078",1,"Normal","15090780014",,0,"142,49","832556,581","1178706,0565","Parada Campos de Paz","267,661036997918","15"
122562,"1509078",1,"Normal","15090780008",,0,105,"832594,4337","1178685,1365","Parada Campos de Paz","277,104523832416","15"
122709,"1509078",1,"Normal","15090780025",,0,105,"832626,1959","1178684,722","Parada Campos de Paz","300,498897861228","15"
122812,"1509078",1,"Normal","15090780010",,0,"104,99","832582,1809","1178691,9083","Parada Campos de Paz","273,33453805426","15"
123149,"1509062",1,"Normal","15090620017",,0,"142,09","832583,6536","1178631,7442","Parada Campos de Paz","234,227890373256","15"
124731,"1509062",1,"Normal","15090620015",,0,"97,1","832584,8002","1178621,458","Parada Campos de Paz","229,210469464233","15"
124732,"1509062",1,"Normal","15090620018",,0,"139,28","832586,7515","1178637,929","Parada Campos de Paz","240,420719313247","15"
125064,"1509062",1,"Normal","15090620028",,0,"107,66","832640,2281","1178619,7094","Parada Campos de Paz","276,030910929616","15"
125711,"1509077",1,"Normal","15090770026",,0,"104,99","832732,7286","1178626,4765","Parada Campos de Paz","363,128451049875","15"
125712,"1509077",1,"Normal","15090770008",,0,"104,99","832694,8423","1178630,2943","Parada Campos de Paz","329,779854990227","15"
125713,"1509077",1,"Normal","15090770019",,0,"104,99","832689,8535","1178650,1965","Parada Campos de Paz","334,176422179886","15"
127363,"1509077",1,"Normal","15090770010",,0,"104,99","832682,5922","1178637,0714","Parada Campos de Paz","321,676789577664","15"
127364,"1509077",1,"Normal","15090770022",,0,"104,99","832708,2285","1178640,0308","Parada Campos de Paz","346,030949801464","15"
127365,"1509077",1,"Normal","15090770028",,0,"189,09","832750,8752","1178618,9852","Parada Campos de Paz","377,481846517181","15"
128430,"1509062",1,"Normal","15090620024",,0,"120,16","832615,4861","1178632,2594","Parada Campos de Paz","260,816924746765","15"
128431,"1509062",1,"Normal","15090620035",,0,"117,03","832691,7961","1178593,6008","Parada Campos de Paz","313,333499801005","15"
128944,"1509077",1,"Normal","15090770014",,0,"134,99","832657,2172","1178651,1098","Parada Campos de Paz","306,251008465021","15"
128945,"1509077",1,"Normal","15090770011",,0,"104,99","832676,4672","1178640,46","Parada Campos de Paz","317,779357923198","15"
128946,"1509077",1,"Normal","15090770029",,0,"165,59","832746,3287","1178610,3645","Parada Campos de Paz","370,369014650561","15"
129562,"1509062",1,"Normal","15090620013",,0,"125,29","832600,8092","1178619,7074","Parada Campos de Paz","241,702315110899","15"
129896,"1509062",1,"Normal","15090620003",,0,"116,1","832669,8063","1178590,2599","Parada Campos de Paz","291,462693292986","15"
129897,"1509062",1,"Normal","15090620006",,0,"102,89","832645,8836","1178600,4335","Parada Campos de Paz","272,889315341577","15"
129977,"1509077",1,"Normal","15090770001",,0,"197,28","832741,7773","1178601,7346","Parada Campos de Paz","363,372048675428","15"
129978,"1509077",1,"Normal","15090770009",,0,"104,99","832688,7173","1178633,6829","Parada Campos de Paz","325,678253674202","15"
131204,"1509062",1,"Normal","15090620012",,0,"122,14","832607,2438","1178616,9517","Parada Campos de Paz","245,796056510306","15"
131297,"1509062",1,"Normal","15090620005",,0,"127,34","832653,2294","1178597,3071","Parada Campos de Paz","278,465161062107","15"
131751,"1509078",1,"Normal","15090780019",,0,"104,99","832589,4363","1178705,0367","Parada Campos de Paz","287,923030147641","15"
132127,"1509078",1,"Normal","15090780007",,0,105,"832600,5603","1178681,7503","Parada Campos de Paz","279,233975211559","15"
132297,"1509077",1,"Normal","15090770020",,0,"104,99","832695,9784","1178646,8079","Parada Campos de Paz","338,028976433321","15"
132298,"1509077",1,"Normal","15090770018",,0,"104,99","832683,7284","1178653,5849","Parada Campos de Paz","330,427275728956","15"
132299,"1509077",1,"Normal","15090770015",,0,"134,99","832664,4784","1178664,2349","Parada Campos de Paz","319,358752718806","15"
132530,"1509078",1,"Normal","15090780028",,0,"134,99","832645,4501","1178674,08","Parada Campos de Paz","309,167379215245","15"
132531,"1509078",1,"Normal","15090780026",,0,105,"832632,3221","1178681,3362","Parada Campos de Paz","303,110674464247","15"
132534,"1509078",1,"Normal","15090780016",,0,"104,99","832571,0567","1178715,1943","Parada Campos de Paz","283,768097365606","15"
135346,"1509078",1,"Normal","15090780015",,0,"142,49","832563,8364","1178719,1849","Parada Campos de Paz","282,546981102135","15"
135347,"1509078",1,"Normal","15090780013",,0,"104,99","832563,8013","1178702,066","Parada Campos de Paz","268,951051969201","15"
263953,"1509062",1,"Normal","15090620010",,0,"115,49","832620,133","1178611,4596","Parada Campos de Paz","254,391163189098","15"
264657,"1509078",1,"Normal","15090780021",,0,105,"832601,6896","1178698,2652","Parada Campos de Paz","291,502919448952","15"
268740,"1509077",1,"Normal","15090770027",,0,"104,99","832738,8536","1178623,0879","Parada Campos de Paz","367,61219460186","15"
269178,"1509077",1,"Normal","15090770023",,0,"104,99","832714,3536","1178636,6422","Parada Campos de Paz","350,17354083341","15"
294861,"1509061",1,"Normal","15090610014",,0,"104,99","832586,405","1178594,6393","Parada Campos de Paz","216,695016875786","15"
294862,"1509061",1,"Normal","15090610030",,0,"71,31","832492,48","1178625,1416","Parada Campos de Paz","164,280786656855","15"
294863,"1509061",1,"Normal","15090610042",,0,"166,09","832648,2042","1178499,9042","Parada Campos de Paz","253,250126237324","15"
294864,"1509061",1,"Normal","15090610047",,0,"168,34","832690,7814","1178519,0884","Parada Campos de Paz","296,858998584966","15"
294865,"1509061",1,"Normal","15090610025",,0,"89,99","832520,4949","1178619,6576","Parada Campos de Paz","178,348897766419","15"
294866,"1509061",1,"Normal","15090610048",,0,"169,33","832698,0807","1178525,0912","Parada Campos de Paz","304,700569754332","15"
294867,"1509061",1,"Normal","15090610056",,0,"148,98","832709,9372","1178573,5248","Parada Campos de Paz","324,999491199609","15"
294868,"1509061",1,"Normal","15090610063",,0,"149,48","832667,8688","1178524,9597","Parada Campos de Paz","274,66442925176","15"
294869,"1509061",1,"Normal","15090610066",,0,"215,9","832639,4722","1178515,2586","Parada Campos de Paz","245,423142419246","15"
294870,"1509061",1,"Normal","15090610002",,0,"104,96","832664,9349","1178564,8305","Parada Campos de Paz","279,262306184361","15"
294871,"1509061",1,"Normal","15090610016",,0,"104,99","832573,3163","1178599,6074","Parada Campos de Paz","207,743159182393","15"
294872,"1509061",1,"Normal","15090610018",,0,"104,99","832560,2278","1178604,5757","Parada Campos de Paz","199,373828607667","15"
